customer_id,credit_lines_outstanding,loan_amt_outstanding,total_debt_outstanding,income,years_employed,fico_score,default
1695,7,7563,42785,54129,9,766,0
1696,8,26849,20681,115252,22,717,0
1697,2,32860,52026,77368,24,709,0
1698,8,32585,17892,107122,20,773,0
1699,3,23015,49299,59760,28,723,0
1700,7,13003,19073,38478,25,595,0
1701,3,44585,32682,86854,19,824,0
1702,7,27958,99798,109230,23,686,0
1703,2,27017,98894,100716,24,667,0
1704,6,12171,16289,27180,12,708,0
1705,3,46350,9927,113538,22,583,0
1706,3,13201,50330,30372,13,674,1
1707,9,30426,68707,44796,22,788,0
1708,7,18778,79454,73272,4,804,0
1709,5,46241,67428,104963,3,626,0
1710,7,43229,52601,113826,13,760,0
1711,9,22116,79465,108635,9,685,0
1712,1,49364,4539,69040,16,778,0
1713,7,34297,24669,90357,9,685,0
1714,6,20342,72968,86368,25,839,1
1715,9,28490,22644,93356,6,687,0
1716,1,20975,20745,31211,15,598,1
1717,4,27723,30228,20842,0,750,1
1718,9,24279,36521,78115,16,774,0
1719,4,13765,99239,81852,20,591,0
1720,3,47678,28928,60968,28,774,0
1721,9,12561,20322,32508,8,761,1
1722,2,42899,59714,37005,5,723,1
1723,4,1525,89896,69575,18,761,1
1724,6,23861,64292,95742,12,609,0
1725,2,34142,31055,33971,2,663,0
1726,8,27916,44891,40599,6,745,0
1727,8,45965,83912,102592,21,675,0
1728,1,5648,8588,81914,8,845,0
1729,3,36133,92536,82055,21,804,1
1730,9,31523,8304,102697,4,621,0
1731,5,30052,9345,119397,9,825,0
1732,6,35414,31300,20355,22,787,0
1733,4,33781,26259,69120,16,816,1
1734,2,5599,93006,89619,11,601,0
1735,8,36046,90553,53342,22,764,0
1736,6,48064,17352,100992,15,821,0
1737,5,36923,35365,93860,2,620,1
1738,9,42089,21446,17257,29,741,0
1739,1,4814,4336,42364,24,739,0
1740,5,46893,64032,39972,21,668,0
1741,6,36984,77415,41654,8,591,1
1742,5,27616,99852,95769,28,652,0
1743,6,3113,9521,96423,14,655,0
1744,6,44006,73707,44320,4,780,1
1745,7,14760,25481,35808,22,589,1
1746,4,22927,20474,67389,12,805,0
1747,8,21939,48760,110690,13,755,0
1748,7,33419,57718,49773,19,618,1
1749,9,13588,46629,66168,14,639,0
1750,7,37142,47232,42747,15,645,0
1751,3,40198,88544,91396,22,703,1
1752,3,45738,69169,98692,12,743,0
1753,8,34397,52669,72505,16,738,1
1754,5,17653,80021,100896,22,636,1
1755,4,11831,71184,33135,7,657,1
1756,8,6724,49945,105887,20,773,0
1757,6,12083,15140,111035,1,594,1
1758,2,46917,85457,62377,4,591,1
1759,4,20816,16357,38554,5,680,0
1760,4,43240,70673,77491,11,735,0
1761,6,7276,67633,70621,17,704,1
1762,6,49403,78943,73283,29,689,0
1763,1,39663,98111,100140,21,725,1
1764,8,14994,80258,31923,21,795,1
1765,6,24499,14924,62591,0,741,0
1766,3,24040,71286,77261,29,707,0
1767,9,44320,95269,69336,16,729,1
1768,2,17959,76071,89083,29,615,0
1769,8,7099,59326,75948,10,752,1
1770,3,43267,92023,48002,9,601,1
1771,5,20576,32651,95098,18,785,1
1772,6,36946,72202,88016,13,706,0
1773,6,7116,50777,41672,25,796,0
1774,4,16563,18994,19213,9,675,0
1775,3,27788,69263,25293,14,743,1
1776,4,27928,61634,114977,27,727,0
1777,1,37336,12800,70860,18,597,0
1778,4,10847,39823,77507,3,774,0
1779,1,27155,65878,72134,1,730,0
1780,1,15135,20708,17100,8,702,1
1781,6,18774,14819,76997,9,766,0
1782,5,2742,76905,43172,27,728,0
1783,4,19309,65870,35132,10,683,1
1784,3,1619,11283,33199,13,822,0
1785,1,18658,32573,51609,6,810,0
1786,6,35707,80707,57965,22,785,1
1787,2,21337,32933,23016,14,777,1
1788,8,17001,7774,54779,21,666,0
1789,5,1968,74055,117797,18,721,0
1790,7,48614,12983,46881,21,778,0
1791,2,26892,98468,97594,14,625,1
1792,8,26619,98334,39472,29,594,1
1793,2,1281,20133,115462,27,623,0
1794,4,28420,16939,66813,23,748,0
1795,1,16360,2781,115368,7,623,0
1796,5,40030,58700,51021,10,677,1
1797,9,2058,29624,69131,28,840,1
1798,1,21677,8823,39087,8,688,0
1799,9,11724,20489,27828,14,683,0
1800,8,29404,41961,76610,0,835,0
1801,6,38946,31118,111664,29,785,1
1802,7,40748,83816,16401,0,622,1
1803,3,30856,24263,100179,18,824,0
1804,1,10200,15565,30193,2,662,0
1805,5,34997,22354,107389,9,689,1
1806,2,26611,44951,59864,7,769,0
1807,5,42235,93179,35307,14,830,1
1808,8,36057,25648,117518,9,791,0
1809,9,2239,52729,34611,0,712,0
1810,2,39138,43971,58791,28,780,0
1811,3,49938,20658,26950,17,674,0
1812,3,1125,23253,91240,1,798,0
1813,1,46272,66166,92403,18,668,1
1814,8,24857,50563,17745,12,651,1
1815,6,16398,28390,70243,21,826,0
1816,8,7638,90664,18866,0,708,1
1817,9,7570,53578,47245,1,791,0
1818,5,4249,81025,59724,28,675,0
1819,3,10110,34658,86354,15,654,0
1820,5,41363,8852,66374,14,633,0
1821,5,14605,96986,45116,12,633,0
1822,5,13115,4551,96029,15,797,0
1823,3,40062,73947,108574,16,595,1
1824,4,23911,63001,35447,20,678,0
1825,9,39525,51159,45431,28,599,1
1826,9,33556,53707,32908,28,625,1
1827,2,13595,35243,44336,6,772,0
1828,8,2969,23800,55992,23,637,1
1829,8,44753,77939,70350,25,690,0
1830,7,18275,59828,84561,16,708,1
1831,8,5470,9239,66955,6,773,1
1832,3,11225,8710,76240,12,587,0
1833,6,43324,23384,35093,4,608,0
1834,1,42974,23038,21155,25,691,0
1835,7,43759,42846,61607,16,740,0
1836,1,24196,89983,48487,2,710,1
1837,9,41287,69821,70668,6,767,1
1838,1,14669,39991,35963,25,742,0
1839,1,38380,81057,65124,16,776,0
1840,7,46141,8971,67870,6,783,0
1841,2,49320,31139,71547,20,791,1
1842,5,48414,87445,79110,0,688,0
1843,8,39006,79067,68554,16,652,0
1844,8,16577,82257,35936,29,746,1
1845,3,23473,86742,19426,16,839,1
1846,7,29625,39711,103839,10,822,1
1847,3,16504,8530,42606,24,681,0
1848,6,25089,13116,62832,26,752,0
1849,6,37487,67794,43151,28,750,0
1850,3,1302,2282,94303,2,720,0
1851,7,32463,81473,26308,14,767,1
1852,3,45912,3898,77522,28,665,0
1853,8,30259,6135,60671,20,631,0
1854,4,43823,8629,105306,10,690,0
1855,1,38208,87120,109108,25,622,0
1856,4,31659,91087,17204,27,790,1
1857,7,36840,67031,107769,15,779,0
1858,4,32890,35380,102265,24,819,0
1859,6,14598,19071,46131,21,694,0
1860,9,48055,22074,67428,27,605,0
1861,1,47733,92724,48870,8,656,1
1862,5,20508,69843,118547,23,716,0
1863,7,43287,41901,119918,23,599,0
1864,1,14380,13205,64067,0,790,0
1865,4,27984,57661,73585,28,819,0
1866,6,45633,7906,36607,24,618,0
1867,2,9125,4591,39968,21,847,0
1868,5,37059,64987,113934,15,786,0
1869,1,5033,65370,26908,8,846,1
1870,6,38873,82685,41423,18,733,0
1871,6,18087,56400,89707,11,621,0
1872,4,41901,27150,93257,18,590,0
1873,8,6704,33852,76215,21,677,1
1874,4,8848,44870,70835,8,809,0
1875,8,22592,54756,64429,6,799,1
1876,8,46743,58481,97152,13,644,0
1877,5,7924,3283,53458,28,811,0
1878,4,28208,35691,61169,18,631,0
1879,2,20614,3125,22659,18,842,0
1880,3,1488,69065,75614,1,846,0
1881,3,40882,28170,92240,8,733,0
1882,4,26923,10438,47793,12,719,0
1883,4,49508,22095,61473,14,630,1
1884,5,36941,18154,111762,2,696,0
1885,4,30165,10004,104388,10,625,0
1886,8,2667,11752,112618,20,667,0
1887,6,27213,57426,103330,13,787,0
1888,6,5114,28819,70751,29,848,0
1889,8,37321,94051,93915,24,668,1
1890,7,8761,26217,69254,7,697,0
1891,8,32116,90708,22006,17,633,1
1892,2,34768,34994,89218,18,695,1
1893,9,49406,17036,80344,15,697,0
1894,1,26426,79275,48840,1,839,0
1895,8,18772,99756,47430,7,654,1
1896,4,39218,51416,38091,21,586,0
1897,4,4712,11587,47983,5,701,0
1898,5,2367,97665,38989,11,590,1
1899,8,41957,2645,90451,14,794,1
1900,5,42781,32930,33990,24,607,0
1901,8,27200,83835,105270,7,814,0
1902,1,4726,32090,95360,3,605,1
1903,9,24616,89489,51081,14,633,1
1904,6,28723,54142,26033,27,608,0
1905,3,38574,28475,31241,19,743,0
1906,8,35958,20888,20939,24,849,0
1907,9,10108,45732,62562,16,614,0
1908,6,13178,83623,50063,12,787,0
1909,7,36643,48305,115000,17,817,0
1910,1,32324,48037,91721,1,672,0
1911,5,39360,11346,42045,12,752,0
1912,5,18824,2587,59769,12,658,0
1913,4,46360,14763,62118,21,689,0
1914,6,9927,61165,99703,14,796,0
1915,7,29144,71615,116948,19,685,0
1916,9,32010,38116,36625,28,626,0
1917,1,23443,87751,119724,26,760,1
1918,6,15437,93353,42076,9,643,0
1919,7,45298,92301,79805,28,825,0
1920,3,40778,97648,59605,2,823,1
1921,8,12207,27556,99565,18,666,0
1922,5,26537,61042,103509,2,796,0
1923,9,36757,20099,54121,21,586,0
1924,5,13040,47096,80101,13,789,1
1925,9,42986,73986,46433,7,748,0
1926,4,23612,15230,58309,26,717,0
1927,9,29441,31009,82468,22,809,1
1928,5,7471,72969,59254,29,740,0
1929,9,36631,35866,82293,3,580,0
1930,3,44461,86246,111258,26,815,0
1931,4,27523,78975,52853,27,767,1
1932,9,32348,43855,53405,19,583,0
1933,6,2177,83557,81652,10,711,1
1934,2,5760,8416,58527,25,797,0
1935,7,33779,74516,92227,10,839,1
1936,2,22636,57915,15492,26,580,1
1937,2,17353,20058,108418,29,650,0
1938,1,12556,78637,23811,10,757,1
1939,3,28598,42718,108344,1,768,1
1940,6,12563,34602,39272,29,587,1
1941,8,47819,76658,108935,16,832,0
1942,9,44790,80112,87010,8,823,0
1943,7,9234,60067,107492,27,702,0
1944,4,26519,29516,62153,27,611,0
1945,6,27966,89969,69110,1,725,1
1946,5,17173,3089,28979,28,735,0
1947,8,27987,39346,43328,23,595,0
1948,1,14178,76663,27867,14,626,1
1949,1,40338,12487,74234,15,830,0
1950,6,25596,2155,40851,24,766,0
1951,2,34174,69494,46279,3,610,1
1952,5,42974,78229,111063,7,839,1
1953,1,5431,40547,88402,8,596,0
1954,7,28764,30795,30449,25,618,1
1955,1,22627,57296,91221,25,618,1
1956,4,40310,23447,104080,4,711,1
1957,9,9906,38598,20451,15,609,1
1958,1,37914,43814,102178,12,737,0
1959,4,45814,92751,56316,29,782,1
1960,6,46379,77330,78064,6,645,0
1961,6,14076,89960,78761,25,687,0
1962,8,38650,65278,53870,19,847,0
1963,1,47881,57077,111566,16,801,1
1964,7,47413,73906,45873,2,597,0
1965,1,7012,11528,73627,4,669,1
1966,7,8151,95812,81155,18,760,0
1967,3,29211,52100,114186,11,834,0
1968,8,28117,10179,40372,28,832,0
1969,3,37378,50781,18642,26,836,1
1970,1,43652,57267,43001,6,666,1
1971,8,7894,84379,49064,27,669,1
1972,3,14467,25952,109826,8,816,0
1973,2,32010,55798,29122,27,649,0
1974,1,43641,52939,39820,5,623,1
1975,3,13289,31516,83431,28,779,0
1976,2,45976,58526,70745,25,731,0
1977,2,44596,12449,65081,16,665,0
1978,6,24171,52290,85902,15,598,0
1979,1,35905,88661,23711,22,680,1
1980,2,21829,74954,100132,2,674,1
1981,6,35054,24746,33793,20,833,0
1982,3,49478,69990,23199,25,609,1
1983,4,45139,60810,91253,3,828,0
1984,1,49713,85297,51191,9,612,1
1985,8,30734,17223,25211,4,808,1
1986,7,8052,74237,78069,20,591,0
1987,7,4654,4597,103896,21,697,0
1988,3,24486,67677,71746,29,734,1
1989,3,19743,4659,36542,9,825,0
1990,2,49368,88516,46312,11,826,1
1991,1,25489,76567,60242,9,608,1
1992,7,9636,17037,116971,28,740,0
1993,7,7441,48738,108783,12,814,0
1994,2,25611,73678,102893,10,769,1
1995,7,43435,14109,70388,21,696,0
1996,8,13149,24010,42691,15,837,1
1997,1,35566,10787,92960,7,759,0
1998,9,43368,10472,99388,7,751,0
1999,7,22675,25383,37601,26,838,0
2000,3,6495,63709,33020,24,714,1
